"TF00YDate","TF00YClose","TF00Y_hpft","TF00Y_hpfc"
2021-11-15,175.4,173.034265668347,2.36573433165314
2021-11-16,174.8,173.106599728833,1.69340027116666
2021-11-17,172.2,173.177846796354,-0.977846796354492
2021-11-18,177.8,173.247961608117,4.55203839188282
2021-11-19,179.9,173.316898497127,6.58310150287339
2021-11-22,178,173.384613678017,4.61538632198306
2021-11-23,180.3,173.451066086611,6.84893391338892
2021-11-24,182.3,173.516216566548,8.7837834334524
2021-11-25,177.6,173.580028792542,4.01997120745801
2021-11-26,180.2,173.642470070166,6.55752992983425
2021-11-29,176.4,173.703509366692,2.69649063330773
2021-11-30,179.5,173.763118360012,5.73688163998837
2021-12-01,175.2,173.82126984263,1.37873015736965
2021-12-02,174.2,173.877938978459,0.322061021541406
2021-12-03,172.4,173.933101501315,-1.5331015013152
2021-12-06,172,173.986733278141,-1.98673327814143
2021-12-07,172.9,174.038809542157,-1.13880954215732
2021-12-08,171.5,174.089304705355,-2.58930470535535
2021-12-09,171.6,174.138192708985,-2.53819270898536
2021-12-10,174.4,174.185446423976,0.214553576023674
2021-12-13,173.7,174.231037672079,-0.531037672079063
2021-12-14,172.4,174.274938363729,-1.87493836372856
2021-12-15,173.2,174.317120189848,-1.1171201898482
2021-12-16,171.7,174.357554066343,-2.65755406634293
2021-12-17,168.4,174.39621044734,-5.99621044733997
2021-12-20,169.1,174.433058688445,-5.33305868844454
2021-12-21,170.6,174.468065666664,-3.86806566666394
2021-12-22,171.6,174.501196054536,-2.90119605453613
2021-12-23,170.8,174.532412925704,-3.7324129257043
2021-12-24,170.3,174.561678154562,-4.26167815456184
2021-12-27,174.3,174.588952072676,-0.288952072675985
2021-12-28,174.3,174.614193250013,-0.314193250012951
2021-12-29,174.7,174.637360137091,0.0626398629088643
2021-12-31,176,174.658411054557,1.34158894544346
2022-01-03,175.2,174.677304348948,0.522695651051686
2022-01-04,176.8,174.693998921367,2.10600107863319
2022-01-05,173.9,174.708453888967,-0.808453888967159
2022-01-06,177,174.720629239449,2.27937076055145
2022-01-07,179.4,174.730484626324,4.66951537367575
2022-01-10,178.6,174.737980645308,3.86201935469177
2022-01-11,180.8,174.743079822298,6.05692017770214
2022-01-12,179.1,174.7457462796,4.35425372040024
2022-01-13,182.5,174.745946643218,7.75405335678153
2022-01-14,180.2,174.743649339013,5.45635066098682
